administerusersbyrole_custom_actions	published	branches=1.0.
administration_language_negotiation	published	branches=2.0.
administrator_login	published	branches=1.0.
adminrss	published	branches=8.x-1.
admintoolbar_bgcolor	published	branches=1.0.
adnuntius	published	branches=8.x-1.
adobe_analytics	published	branches=8.x-1.
adobe_launch	published	branches=2.1.
adopt_io	published	branches=1.0.
adsense	published	branches=8.x-1.
adsense_consent	published	branches=1.0.
adstxt	published	branches=8.x-1.
adv_varnish	published	branches=4.0.,4.1.,4.2.
adva	published	branches=8.x-1.
advance_script_manager	published	branches=1.0.
advanced_403_redirect	published	branches=1.0.
advanced_cors	published	branches=8.x-1.
advanced_datalayer	published	branches=2.0.,2.1.
advanced_email_validation	published	branches=1.2.,1.3.,2.0.,2.1.,3.0.
advanced_file_destination	published	branches=1.0.
advanced_filesystem	published	branches=1.0.
advanced_gutenberg_blocks	published	branches=1.0.
advanced_header_field	published	branches=2.1.,3.0.
advanced_help_block	published	branches=1.0.
advanced_image_media_attributes_formatter	published	branches=1.0.
advanced_language_negotiation	published	branches=1.0.
advanced_language_selector	published	branches=1.5.
advanced_mautic_integration	published	branches=1.0.
advanced_mega_menu	published	branches=1.1.
advanced_menu_condition	published	branches=3.0.,3.1.
advanced_message_subscription	published	branches=1.0.
advanced_notifications	published	branches=1.0.
advanced_page_cache	published	branches=2.0.
advanced_pwa	published	branches=8.x-1.
advanced_sanitize	published	branches=1.2.
advanced_scheduler	published	branches=8.x-1.
advanced_search	published	branches=2.4.
advanced_shortcodes	published	branches=2.0.
advanced_text_formatter	published	branches=3.0.,4.0.
advanced_title_block	published	branches=1.0.
advanced_toast	published	branches=1.0.
advancedform	published	branches=2.0.
advancedqueue	published	branches=8.x-1.
advancedqueue_mail	published	branches=1.0.
advancedqueue_runner	published	branches=2.0.
advban	published	branches=8.x-1.
advent_calendar	published	branches=1.0.
advupdate	published	branches=8.x-1.,8.x-2.
ael	published	branches=1.0.
aemet	published	branches=2.0.
aeo_multilingual	published	branches=1.0.,1.1.
aero_weather	published	branches=1.0.,1.1.
affected_by_promotion	published	branches=8.x-1.
affiliated	published	branches=1.0.
aframe	published	branches=2.0.
afterburner	published	branches=1.0.
age_exposed_filter	published	branches=8.x-1.
age_field_formatter	published	branches=3.0.
agg_jscss_asyncdefer	published	branches=1.0.
aggregator	published	branches=2.2.
aggrid	published	branches=8.x-1.
agls	published	branches=2.0.
agreement	published	branches=3.0.,4.0.
agrovocfield	published	branches=1.0.
agui	published	branches=1.0.
ahasend	published	branches=1.0.
ahrefs	published	branches=1.0.
ai	published	branches=1.3.,1.4.,1.5.,2.0.
ai_404_redirect	published	branches=1.0.
ai_agent_memory	published	branches=1.0.
ai_agent_modes	published	branches=1.0.
ai_agent_readiness	published	branches=1.0.
ai_agents	published	branches=1.2.,1.3.,1.4.
ai_agents_debugger	published	branches=1.0.
ai_agents_test	published	branches=1.0.
ai_answers	published	branches=1.0.
ai_anthropic_provider_oauth	published	branches=1.0.
ai_audio_field	published	branches=1.0.
ai_audio_generator	published	branches=1.0.
ai_audio_translator	gone	No release history was found for the requested project (ai_a
ai_auto_reference	published	branches=1.0.
ai_autoevals	published	branches=1.0.
ai_automator_extractor	published	branches=1.0.
ai_automator_pandoc	published	branches=1.0.
ai_block	published	branches=1.0.
ai_budget_control	published	branches=1.0.
ai_chat	published	branches=1.0.
ai_checklist	unsupported	branches=-
ai_cijo	published	branches=1.1.
ai_ckeditor_cefr	published	branches=1.0.
ai_ckeditor_extras	published	branches=1.0.
ai_ckeditor_wcag	published	branches=1.0.
ai_comment_guard	published	branches=1.1.
ai_comment_moderation	published	branches=1.0.
ai_content_advisor	published	branches=1.0.
ai_content_assistant	published	branches=1.0.
ai_content_chat	published	branches=2.0.
ai_content_cleanup	published	branches=1.0.
ai_content_creator	published	branches=1.0.
ai_content_hub	published	branches=1.0.
ai_content_lifecycle	published	branches=1.0.
ai_content_migrate	published	branches=1.0.
ai_content_strategy	published	branches=1.2.
ai_content_suggestions	published	branches=1.3.,1.4.,1.5.,2.0.
ai_content_summarizer	published	branches=1.0.
ai_content_translation	published	branches=1.0.
ai_content_translator	published	branches=1.0.
ai_content_type_generator	published	branches=1.0.
ai_context	published	branches=1.0.
ai_dashboard	published	branches=1.0.
ai_decision_log	published	branches=1.0.
ai_decoupled	published	branches=1.0.
ai_document_ocr	published	branches=1.0.
ai_dr	published	branches=1.0.
ai_dropsolid	published	branches=1.0.
ai_drush_agents	published	branches=1.0.
ai_drush_tools	published	branches=0.3.
ai_eca	published	branches=1.0.
ai_editor_actions	published	branches=1.0.
ai_editoria11y	published	branches=1.0.
ai_empathy	published	branches=1.2.
ai_entity_intake	published	branches=1.0.
ai_eval	published	branches=1.0.
ai_evaluations	published	branches=0.1.,1.0.
ai_featured_image	published	branches=1.0.
ai_file_to_text	published	branches=1.0.
ai_grounding	published	branches=1.0.
ai_image	published	branches=1.0.
ai_image_alt_text	published	branches=1.0.
ai_image_filename	published	branches=1.0.
ai_image_generation	published	branches=1.0.
ai_image_studio	published	branches=1.0.
ai_index_health	published	branches=1.0.
ai_integration_eca	published	branches=1.0.
ai_interpolator_scraping_bot	published	branches=1.0.
ai_jsonld_schema_generator	published	branches=1.0.
ai_knowledge_connector	published	branches=1.0.
ai_lead_chatbot	published	branches=1.0.
ai_libraria_chatbot	published	branches=1.0.
ai_llms_txt_generator	published	branches=1.0.
ai_log_analysis	published	branches=1.0.
ai_media_image	published	branches=1.0.
ai_metatag_generator	published	branches=1.0.
ai_metering	published	branches=1.0.
ai_migrate	published	branches=1.0.
ai_migration	published	branches=1.0.
ai_model_registry	published	branches=1.0.
ai_monitoring	published	branches=1.0.
ai_nl_test	published	branches=1.0.
ai_penpot	published	branches=1.0.
ai_playwright	published	branches=1.0.
ai_plus	published	branches=1.0.
ai_policy_gateway	published	branches=1.0.
ai_provenance	published	branches=1.0.
ai_provider_acquia	published	branches=1.0.
ai_provider_alibabacloud	published	branches=1.0.
ai_provider_amazeeio	published	branches=1.3.,1.4.,2.0.
ai_provider_anthropic	published	branches=1.1.,1.2.,1.3.
ai_provider_anythingllm	published	branches=1.0.
ai_provider_aws_bedrock	published	branches=1.0.,1.1.
ai_provider_azure	published	branches=1.1.,1.2.
ai_provider_baidu	published	branches=1.0.
ai_provider_bifrost	published	branches=1.0.
ai_provider_bytedance	published	branches=1.0.
ai_provider_cloudflare_gateway	published	branches=1.0.
ai_provider_deepl	published	branches=1.0.
ai_provider_deepseek	published	branches=1.1.
ai_provider_dropsolidai	published	branches=1.0.
ai_provider_dxpr	published	branches=1.1.
ai_provider_google_vertex	published	branches=1.1.
ai_provider_groq	published	branches=1.0.,1.1.,1.2.
ai_provider_huggingface	published	branches=1.0.
ai_provider_infomaniak	published	branches=1.0.
ai_provider_langdock	published	branches=1.0.
ai_provider_litellm	published	branches=1.3.
ai_provider_llama_cpp	published	branches=1.0.,2.0.
ai_provider_lmstudio	published	branches=1.1.,1.2.
ai_provider_mistral	published	branches=1.0.,1.1.
ai_provider_mittwald	published	branches=0.1.,1.0.,1.1.,1.2.
ai_provider_moonshot	published	branches=1.2.
ai_provider_nanobanana	published	branches=1.0.
ai_provider_ollama	published	branches=1.0.,1.1.,1.2.
ai_provider_openai	published	branches=1.2.,1.3.
ai_provider_openai_compatible	published	branches=1.2.
ai_provider_openrouter	published	branches=1.1.
ai_provider_perplexity	published	branches=1.0.
ai_provider_quant_cloud	published	branches=1.0.
ai_provider_siliconflow	published	branches=1.0.
ai_provider_universal	published	branches=1.0.
ai_provider_x	published	branches=1.0.
ai_provider_xai	published	branches=1.0.
ai_provider_yandex	published	branches=1.0.
ai_provider_zhipuai	published	branches=1.0.
ai_providers_api	published	branches=1.0.
ai_rag_assistant	published	branches=1.0.
ai_rag_search_chat	published	branches=1.1.
ai_readme_generator	published	branches=1.0.
ai_refactor	published	branches=1.0.,1.1.
ai_related_content	published	branches=1.0.,2.0.
ai_schema	published	branches=1.0.
ai_schema_markup_generator	published	branches=1.0.
ai_schemadotorg_jsonld	published	branches=1.0.
ai_search	published	branches=1.3.,2.0.
ai_search_block	published	branches=1.0.,1.1.,2.0.
ai_search_sc	published	branches=1.0.
ai_semantic_expansion	published	branches=1.0.
ai_seo	published	branches=1.1.
ai_seo_link_advisor	published	branches=1.1.
ai_simple_pdf_to_text	published	branches=1.0.
ai_single_page_importer	published	branches=1.0.
ai_site_manager	published	branches=1.0.
ai_social_posts	published	branches=1.0.
ai_sorting	published	branches=1.0.
ai_text_cleaner	published	branches=1.0.,1.1.
ai_tmgmt	published	branches=1.0.
ai_tool_get_sitemap	published	branches=1.0.
ai_translate	published	branches=1.3.,1.4.,2.0.
ai_translate_lb_asymmetric	published	branches=1.0.
ai_translate_paragraph_asymetric	published	branches=1.2.
ai_translate_plus	published	branches=1.0.
ai_translate_textfield	published	branches=2.0.
ai_upgrade_assistant	published	branches=1.0.
ai_usage_limits	published	branches=1.0.
ai_utilities	published	branches=1.0.
ai_validations	published	branches=1.0.,1.3.
ai_vdb_provider_azure_ai_search	published	branches=1.0.,1.1.
ai_vdb_provider_elasticsearch	published	branches=1.0.
ai_vdb_provider_mariadb	published	branches=1.0.
ai_vdb_provider_milvus	published	branches=1.0.,1.1.,2.0.
ai_vdb_provider_openai	published	branches=1.0.
ai_vdb_provider_opensearch	published	branches=1.1.
ai_vdb_provider_pinecone	published	branches=1.1.,2.0.
ai_vdb_provider_postgres	published	branches=1.0.
ai_vdb_provider_qdrant	published	branches=1.0.,1.2.,1.3.
ai_vdb_provider_sqlite	published	branches=1.3.,1.4.
ai_vdb_provider_vectorize	published	branches=1.0.
ai_vocabulary	published	branches=1.0.
ai_watchdog_analyst	published	branches=1.0.
ai_webform_guard	published	branches=1.1.
ai_webform_sentiment	published	branches=1.0.
ai_workspace	published	branches=1.0.
aia	published	branches=1.0.
aide	unsupported	branches=-
aidmi	published	branches=1.1.
airagsearch	published	branches=1.0.
aitxt	published	branches=1.0.
ajax_big_pipe	published	branches=1.0.
ajax_callback_field_formatter	published	branches=1.0.,1.1.
ajax_cart_update	published	branches=1.0.
ajax_command_page_reload	published	branches=1.0.,2.0.
ajax_comments	published	branches=8.x-1.
ajax_dependency	published	branches=2.0.
ajax_link	published	branches=1.0.
ajax_loader	published	branches=2.1.
ajax_login_popup	published	branches=2.0.
ajax_login_register_modal	published	branches=1.0.
ajax_placeholder	published	branches=1.0.
ajax_requirement	published	branches=2.0.,8.x-1.
ajax_wrapper	published	branches=2.0.
ajaxin	published	branches=2.0.,3.0.
akamai	published	branches=5.1.,6.0.
ala	published	branches=8.x-2.
alert_message	published	branches=1.0.,1.1.
alert_telegram	published	branches=1.0.,1.1.,1.4.,1.5.
alert_types	published	branches=8.x-1.
alertbox	published	branches=2.0.
alerts	published	branches=1.1.,2.0.
alerts_format	published	branches=1.0.
alexa	published	branches=8.x-1.
algolia_search_interface	published	branches=1.1.,1.2.
alias_manager	published	branches=1.0.
alien_alias	published	branches=2.0.
alimap	published	branches=1.0.
alive5	published	branches=1.0.
all	published	branches=1.0.
all_entity_preview	published	branches=1.0.
all_in_one_accessibility	published	branches=1.5.
allow_iframed_site	published	branches=3.0.
allow_only_one	published	branches=1.0.
allowed_formats	published	branches=3.0.
allowed_languages	published	branches=2.0.
allowed_options	published	branches=2.0.,2.1.
allowed_text_format_field_widget	published	branches=1.0.,1.1.
allowed_values_functions	published	branches=0.0.,1.0.
alogin	published	branches=2.1.
alpha_numeric_glossary	unsupported	branches=-
alpha_pagination	published	branches=3.0.
alpine_js	published	branches=3.0.
alr	published	branches=2.0.
alt_login	published	branches=2.0.
alt_text_bulk_edit	published	branches=1.0.
alt_text_generator	published	branches=1.0.
alt_text_import_csv	published	branches=1.0.
alt_text_validation	published	branches=1.0.
altcha	published	branches=1.2.,2.0.
altcolor	published	branches=1.0.
alter_admin_table	gone	No release history was found for the requested project (alte
alter_blocks_element_markup	published	branches=1.0.
alter_entity_autocomplete	published	branches=2.0.
alter_hreflang	published	branches=1.0.
alter_route_title	published	branches=1.0.
alternative_user_emails	published	branches=1.0.
alttexting	published	branches=1.0.
amap	published	branches=8.x-1.
amazon_image_id_scan	published	branches=1.1.
amazon_pa	published	branches=3.0.
amazon_paapi	published	branches=1.1.
amazon_ses	published	branches=3.0.,3.1.
amazon_sns	published	branches=8.x-1.
amp_optimizer	published	branches=1.0.
amp_video_embed_field_formatter	published	branches=2.0.
amplitude	published	branches=8.x-1.
amplitudejs	published	branches=1.0.
amswap	published	branches=3.2.,3.3.
analog_digital_clock	published	branches=10.1.
analytics	published	branches=8.x-1.
analyze	published	branches=1.3.,1.4.
analyze_ai_brand_voice	published	branches=1.3.
analyze_ai_content_marketing_audit	published	branches=1.3.
analyze_ai_content_security_audit	published	branches=1.3.
analyze_ai_sentiments	published	branches=1.3.
analyze_broken_links	published	branches=1.0.
analyze_posthog	published	branches=1.0.
analyze_search_console	published	branches=1.0.
anchor_link	published	branches=3.0.
animate_css	published	branches=2.1.
animate_fields_aos	published	branches=1.1.,2.0.
animate_on_scroll	published	branches=2.0.,3.0.,8.x-1.
animatecss	published	branches=1.1.
animatecss_aos	published	branches=1.0.
animatecss_block	published	branches=1.0.
animated_counter	published	branches=1.0.
animated_gif	published	branches=2.0.,2.1.,2.2.
animated_scroll_to	published	branches=2.0.
anime	published	branches=1.0.
annotations	published	branches=2.0.
announce_autosubmit	published	branches=2.0.
announcement_modal	published	branches=2.0.,8.x-1.
announcementbar	published	branches=1.0.
announcements	published	branches=2.0.
annoying_popup	published	branches=2.2.,2.3.
anonymous_author	published	branches=1.3.
anonymous_login	published	branches=8.x-2.
anonymous_redirect	published	branches=8.x-2.
anonymous_redirection	published	branches=1.0.
anonymous_timezone	published	branches=1.1.
anonymous_token	published	branches=3.0.
anonymoussession	published	branches=1.0.
another_entity_iterator	published	branches=1.0.
answers	published	branches=2.0.
ant_bulk	published	branches=1.0.,2.0.
anti_duplicates	published	branches=4.0.,4.2.
antibot	published	branches=2.0.,3.0.
antibot_redirect	published	branches=1.0.
anu_lms	published	branches=2.11.
aos-aos	gone	No release history was found for the requested project (aos-
aosjs	published	branches=1.0.
apcu_diagnostics	published	branches=1.0.
ape	published	branches=8.x-1.
api	published	branches=2.0.
api_ai_webhook	published	branches=8.x-2.
api_browser	published	branches=2.0.
api_connection	published	branches=1.0.
api_data_connector	published	branches=1.0.
api_insight_lab	published	branches=1.0.
api_orchestrator	published	branches=1.1.
api_plugins	published	branches=1.0.,2.0.
api_redoc_document	published	branches=1.0.
api_response_check	published	branches=2.0.
api_status	published	branches=1.0.
api_tester	published	branches=1.0.
api_token_entity	published	branches=1.0.
api_toolkit	published	branches=1.4.,1.5.
api_wrapper	published	branches=1.0.
apidrupalorg	unsupported	branches=-
apigee_api_catalog	published	branches=3.0.,3.1.
apigee_edge	published	branches=3.0.,3.1.,4.0.,4.1.
apigee_extras	published	branches=1.0.
apigee_m10n	published	branches=2.1.,2.2.
apisync	published	branches=1.0.
apitemplate_io	published	branches=1.0.
apivuejs	published	branches=1.2.
apns_php	published	branches=1.0.
appbanners	published	branches=2.0.
append_file_info	published	branches=2.0.,8.x-1.
apple_pay_verification	published	branches=1.0.,1.1.
apptiles	published	branches=4.0.
apsis_mail	published	branches=3.0.,3.1.,3.2.
apstyle_augmenter	published	branches=1.0.
ara	published	branches=1.0.
arch	published	branches=8.x-1.
area_print	published	branches=2.0.
arguments	published	branches=1.0.
artisan_styleguide	published	branches=1.0.
asm	published	branches=1.0.
aspect_ratio	published	branches=1.0.
asset_cache_bust	published	branches=1.0.
asset_injector	published	branches=8.x-2.
asset_purge_manager	published	branches=1.0.
assetfetcher	published	branches=1.1.
assignments	published	branches=4.0.,4.1.
assignments_hootsuite	published	branches=4.1.,4.2.,4.3.
assist_for_wcag	published	branches=1.0.,1.1.,1.2.
association	published	branches=1.0.,2.0.
astrology	published	branches=2.1.
asymmetric_encryption	published	branches=1.2.
asymmetric_menu_trees	published	branches=2.0.
at_ls	published	branches=1.0.
at_tool	published	branches=2.0.,3.0.,3.1.
atd	published	branches=2.0.,3.0.
atom	published	branches=2.0.,2.1.
atomic_cas	published	branches=1.0.
atoms	published	branches=1.0.,1.1.
atsmarttag	published	branches=1.0.
atsmarttag_tacjs	published	branches=1.0.
attachinline	published	branches=8.x-1.
attempt_mgmt	published	branches=1.0.
attribution	published	branches=1.0.,1.1.,1.2.
auctioneer	published	branches=2.0.
auctions	published	branches=2.2.,3.0.
audio_clips	published	branches=2.2.
audio_embed_field	published	branches=11.1.,8.x-2.
audio_player	published	branches=1.1.
audio_video_viewer	published	branches=1.1.
audio_wavesurfer	published	branches=1.1.,2.1.
audiorecorder	published	branches=1.0.
audit	published	branches=1.0.
audit_chain	published	branches=1.5.,1.6.
audit_export	published	branches=1.0.
audit_trail	published	branches=1.0.
audit_trail_flag	published	branches=1.0.
auditfiles	published	branches=4.2.
augmentor	published	branches=1.1.,1.2.
augmentor_aws	published	branches=1.0.
augmentor_azure_openai	published	branches=1.0.
augmentor_chatgpt	published	branches=1.0.
augmentor_google_cloud_vision	published	branches=1.0.
augmentor_nlpcloud	published	branches=1.0.
augmentor_openai_gpt3	published	branches=1.0.
auphonic	published	branches=1.0.
auth0	published	branches=4.0.,5.0.
auth_encrypt	published	branches=1.0.
auth_entity_access	unsupported	branches=-
auth_login_plus	published	branches=1.0.
authenticate_by_mail	published	branches=1.1.,1.2.
authenticated_frontpage	published	branches=1.0.,1.1.
authnet_cim_manager	published	branches=1.0.
author_bulk_assignment	published	branches=1.0.,2.0.
author_content_transfer	published	branches=1.0.
author_field	published	branches=1.1.
authored_on_24_hour_format	published	branches=1.0.
authorization	published	branches=8.x-1.
authorization_group	published	branches=2.0.,8.x-1.
auto_alter	published	branches=2.0.
auto_anchors	published	branches=3.0.
auto_block_translate	published	branches=1.0.,2.0.
auto_config_form	published	branches=1.2.,2.0.
auto_entity_form_mode	published	branches=1.0.
auto_entitylabel	published	branches=8.x-3.
auto_entityqueue	published	branches=3.0.,8.x-2.
auto_heading_ids	published	branches=2.0.
auto_image_style	published	branches=8.x-1.
auto_increment_alter	published	branches=1.0.
auto_link	published	branches=1.0.
auto_login_url	published	branches=2.0.,3.1.,8.x-1.
auto_node_translate	published	branches=2.1.,3.0.
auto_node_translate_amazon	published	branches=1.0.
auto_node_translate_custom	published	branches=1.0.
auto_node_translate_deepl	published	branches=1.0.
auto_node_translate_google	published	branches=3.0.
auto_node_translate_libre	published	branches=1.0.
auto_recommended_tags	published	branches=2.0.
auto_retina	published	branches=2.0.
auto_rotate_lite	published	branches=1.0.
auto_term_translate	published	branches=1.0.,2.0.
auto_translation	published	branches=1.4.,1.5.
auto_unban	published	branches=1.0.
auto_username	published	branches=2.0.,8.x-1.
autoalt	published	branches=1.0.,2.0.
autoban	published	branches=8.x-1.
autocomplete_4xx	published	branches=2.0.,8.x-1.
autocomplete_deluxe	published	branches=2.0.,2.1.
autocomplete_extras	published	branches=1.0.
autocomplete_field_match	published	branches=8.x-1.
autocomplete_flexible	published	branches=1.1.,1.2.
autocomplete_id	published	branches=8.x-1.
autocomplete_list	published	branches=2.0.
autocomplete_mixed_matching	published	branches=1.0.,1.1.
autocreate_access	published	branches=1.0.
autofill	published	branches=8.x-1.
autofill_fields	unsupported	branches=-
autogeneration_site_icon_formatter	published	branches=1.0.
autogrid	published	branches=1.0.,1.1.
autogrow_textarea	published	branches=2.0.
autologout	published	branches=2.0.,8.x-1.
autologout_alterable	published	branches=1.4.
automated_crop	published	branches=4.0.
automated_testing_kit	published	branches=1.3.,2.0.,2.1.,3.0.
automatic_site_icon_picker	published	branches=2.0.
automatic_updates	published	branches=3.0.,3.1.,4.0.,4.1.
autoplay	published	branches=1.0.
autosave_form	published	branches=8.x-1.
autoservices	published	branches=1.0.
autoshortqr	published	branches=4.0.,4.1.
autoslave	unsupported	branches=-
autotagger	published	branches=1.0.
autowire_plugin_trait	published	branches=1.1.
auu	published	branches=1.1.
avatar_field_formatter	published	branches=2.0.
avif	published	branches=1.1.
awareness	published	branches=2.0.
aweber_block	published	branches=3.0.
aws	published	branches=2.0.
aws_cloudwatchlogs	published	branches=8.x-1.
aws_manager	published	branches=1.0.
aws_s3_key_checker	published	branches=8.x-1.
awx	published	branches=1.0.
axe_core	published	branches=1.0.
axeptio	published	branches=2.1.
axiorank	published	branches=1.0.
az_blob_fs	published	branches=3.0.,8.x-2.
azredirect	published	branches=1.0.,2.0.
azure_ad	published	branches=8.x-1.
azure_ad_login	published	branches=1.0.
azure_ai_faq_bot	published	branches=1.0.
azure_ai_services	published	branches=1.0.
azure_cdn_purge	published	branches=1.0.
azure_key_vault	published	branches=1.0.
azure_mailer	published	branches=1.0.,2.0.
azure_oauth_sso	published	branches=1.0.
azure_storage	published	branches=2.0.
b24	published	branches=2.0.,2.1.
babel	published	branches=1.0.
babel_brush	published	branches=1.0.
back_2_top	published	branches=4.0.
back_to_top	published	branches=3.0.
back_to_top_with_pi	published	branches=1.0.
backerymails	published	branches=3.0.
backfill_formatter	published	branches=2.0.
background_block	published	branches=2.1.
